id;available;name;vendor;vendorCode;url;price;currencyId;categoryId;manufacturer_warranty;delivery;description;picture;barcode;outlets;cartons_dimensions;Stock;brand_name;style_name;collection_name;series_name;Гарантия;УчастникТВПрограммы;ДваВОдном;ТипПотолочногоКрепления;Технологии;Типы помещении;Напряжение;КодТНВЭД;КлассЭлектрозащиты;ingress_protection_rating;ЦветАрматуры;МатериалАрматуры;ЦветХрусталя;Диаметр;Длина;Ширина;Высота;МинимальнаяВысота;ФормаМонтажногоОтверстияВстраиваемогоСветильника;ТипМонтажаВстраиваемогоСветильника;ДиаметрМонтажногоОтверстияВстраиваемогоСветильника;ГлубинаМонтажногоОтверстияВстраиваемогоСветильника;ШиринаМонтажногоОтверстияВстраиваемогоСветильника;ДлинаМонтажногоОтверстияВстраиваемогоСветильника;Цепь;ДлинаЦепи;Чаша крепления;ФормаЧашиКрепления;ШиринаЧашиКрепления;ДлинаЧашиКрепления;ДиаметрЧашиКрепления;ВысотаЧашиКрепления;ФормаАбажура;ТипКрепленияАбажура;МатериалАбажура;ЦветАбажура;ВысотаАбажура;ШиринаАбажура;ДлинаАбажура;lampshade_top_diameter;НижнийДиаметрАбажура;ВерхняяШиринаАбажура;НижняяШиринаАбажура;ВерхняяДлинаАбажура;НижняяДлинаАбажура;ДиаметрАбажура;РадиусАбажура;lamp_is_led;ЛампыВКомплекте;Цоколь;КоличествоЛамп;Мощность;СветовойПоток;УголРассеивания;ИндексЦветопередачи;ЦветоваяТемпература;АналогЛампыНакаливания;Фото1;Фото2;Фото3;Фото4;Фото5;Фото6;Фото7;Фото8;Категория;ВесНетто;ВесБрутто
MOD545PL-12CH;true;Потолочный светильник Maytoni MOD545PL-12CH;Maytoni;MOD545PL-12CH;https://maytoni.ru/i/MOD545PL-12CH;17990;RUB;003;true;true;;;4251110050621;;43/38/28;97;Maytoni;Maytoni Modern;Modern;;2;Нет;Нет;Планка;ExtraHeatProtection,ExtraHeatGuard,OriginColor;Кафе, Ресторан,Балкон,Гостиная,Столовая/Кухня,Кабинет,Магазин,Детская,Дача,Банкетный зал,Гардеробная,Спальня,Прихожая,Офис;AC 220-240;9405109109;Class1;IP 20;Хром;Металл;;600;;;200;200;;;;;;;;;IP 20;Круглая;;;150;25;Сфера;None;Стекло;Дымчатый;95;;;;;;;;;100;;Нет;Нет;G9;12;28;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/e699b379-1d61-4280-b89a-92bc2cb57d98/s/MOD545PL-12CH_off_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/95a04574-7020-42d4-a40e-a6849747c14b/s/element_MOD545PL-12CH_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/a943fd5e-04a5-4079-953e-5c25a079236f/s/MOD545PL-12CH_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/14bf7b49-f400-4d25-889c-66bdd9d6dee5/s/element_MOD545PL-12CH_w_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/db9a25ca-f081-471a-8712-897e977661a5/s/MOD545PL-12CH_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/04246a6a-08ed-4e03-8150-85635bcff1db/s/MOD545PL-12CH_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/6ea02678-0395-4103-8019-e8cd04eafa82/s/element_MOD545PL-12CH_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/b35b489c-c701-448e-b348-44e9eedf6ca4/s/element_MOD545PL-12CH.jpg;Потолочный светильник;2;3
MOD545PL-24G;true;Подвесной светильник Maytoni MOD545PL-24G;Maytoni;MOD545PL-24G;https://maytoni.ru/i/MOD545PL-24G;29990;RUB;002;true;true;;;4251110051635;;73/47/28;54;Maytoni;Maytoni Modern;Modern;;2;Нет;Нет;Планка;ExtraHeatProtection,ExtraHeatGuard,OriginColor;Кафе, Ресторан,Гостиная,Столовая/Кухня,Кабинет,Магазин,Детская,Дача,Банкетный зал,Гардеробная,Спальня,Прихожая,Офис;AC 220-240;9405109109;Class1;IP 20;Золото;Металл;;650;;;1465;900;;;;;;;Да;1040;IP 20;Круглая;;;100;25;Сфера;None;Стекло;Янтарный;95;;;;;;;;;100;;Нет;Нет;G9;24;28;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/921f813b-d353-45a3-87b9-941a63314b1b/s/MOD545PL-24G_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/7e01f924-0b50-4c6b-af94-395093bc0261/s/MOD545PL-24G_off.jpg;https://onec-dev.s3.amazonaws.com/upload/media/2c3518fb-0212-4570-b12a-283f806841b7/s/interior_MOD545PL-24G_standard.jpeg;http://mais-upload.s3.amazonaws.com/upload/media/7ca5a582-498b-481a-a781-de54534dd989/s/element_MOD545PL-24G_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/0a839618-a052-4e0d-a100-61797db3fdd6/s/MOD545PL-24G_off_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/61106741-36be-4182-9b44-9a1664650475/s/MOD545PL-24G_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/d6a23f1e-143b-47f8-9953-75f5984c5013/s/element_MOD545PL-24G.jpg;http://mais-upload.s3.amazonaws.com/upload/media/169a7b82-a2b4-4bf0-862c-36ac7eb88cbf/s/preview_MOD545PL-24G.jpg;Подвесной светильник;4,5;5,5
MOD545PL-24CH;true;Подвесной светильник Maytoni MOD545PL-24CH;Maytoni;MOD545PL-24CH;https://maytoni.ru/i/MOD545PL-24CH;29990;RUB;002;true;true;;;4251110069265;;73/47/28;27;Maytoni;Maytoni Modern;Modern;;2;Нет;Нет;Планка;ExtraHeatProtection,ExtraHeatGuard,OriginColor;Кафе, Ресторан,Гостиная,Столовая/Кухня,Кабинет,Магазин,Детская,Дача,Банкетный зал,Гардеробная,Спальня,Прихожая,Офис;AC 220-240;9405109109;Class1;IP 20;Хром;Металл;;650;;;1465;900;;;;;;;Да;1040;IP 20;Круглая;;;100;25;Сфера;None;Стекло;Дымчатый;95;;;;;;;;;100;;Нет;Нет;G9;24;28;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/7140e4d3-0cde-4117-b945-2130e4febb60/s/MOD545PL-24CH_off_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/c49496b6-18d9-4aa5-a93d-34d5f868e73c/s/draft_MOD545PL-24CH.jpg;http://mais-upload.s3.amazonaws.com/upload/media/b7b22566-69bf-4c70-a16d-1b18b47abf42/s/interrior_MOD545PL-24CH.jpg;http://mais-upload.s3.amazonaws.com/upload/media/856490c5-9bd3-43bd-a152-106a36cf33c5/s/MOD545PL-24CH_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/f2ee8866-8cb9-4f25-91cb-855f5261d4ed/s/element_MOD545PL-24CH_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/d47e5799-5db2-4228-8eea-7c8d11a9f781/s/preview_MOD545PL-24CH.jpg;http://mais-upload.s3.amazonaws.com/upload/media/05f45639-d987-4227-8bc6-4d28091a91e5/s/MOD545PL-24CH_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/bfb53cf1-95cd-419d-808a-0e227199bf97/s/element_MOD545PL-24CH_(1).jpg;Подвесной светильник;4,5;5,5
MOD545WL-13G;true;Настенный светильник (бра) Maytoni MOD545WL-13G;Maytoni;MOD545WL-13G;https://maytoni.ru/i/MOD545WL-13G;23990;RUB;006;true;true;;;4251110078908;;28/27/94;131;Maytoni;Maytoni Modern;Modern;;2;Нет;Нет;;;;AC 220-240;9405109109;Class1;IP 20;Матовое Золото;Металл;;;950;230;240;;;;;;;;;;IP 20;;;;;;Сфера;;Стекло;Коньячный;;;;;;;;;;100;;Нет;Нет;G9;13;28;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/549cb9fc-aa03-4bc8-9d3b-0bece04ec25c/s/MOD545WL-13G_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/1fcbc9e0-789c-425b-a73b-63b216554ba1/s/MOD545WL-13G_on_(2).jpg;http://mais-upload.s3.amazonaws.com/upload/media/914c818d-eeaa-407e-a164-e74072acf2d5/s/MOD545WL-13G_on_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/273f4e73-92b7-4ab7-9887-a878d2afe826/s/draft_MOD545WL-13G.jpg;https://onec-dev.s3.amazonaws.com/upload/media/6ffddd01-df5b-41d8-bc53-0fd328c3c47f/s/interior_MOD545WL-13G_standard.jpeg;http://mais-upload.s3.amazonaws.com/upload/media/e71ba826-2449-409e-8b52-7b4d505c141c/s/MOD545WL-13G_on_(3).jpg;http://mais-upload.s3.amazonaws.com/upload/media/7bcd9d2a-ac71-44fc-839f-138e25bc0494/s/MOD545WL-13G_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/2e51aba6-bffd-4057-bb0b-ef5975b515e9/s/MOD545WL-13G_on_w_(1).jpg;Настенный светильник (бра);2;3,9
MOD545WL-09G;true;Настенный светильник (бра) Maytoni MOD545WL-09G;Maytoni;MOD545WL-09G;https://maytoni.ru/i/MOD545WL-09G;16990;RUB;006;true;true;;;4251110083025;;28/27/62;126;Maytoni;Maytoni Modern;Modern;;2;Нет;Нет;;;;AC 220-240;9405109109;Class1;IP 20;Матовое Золото;Металл;;;660;230;240;;;;;;;;;;IP 20;;;;;;Сфера;;Стекло;Коньячный;;;;;;;;;;100;;Нет;Нет;G9;9;28;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/0db68660-77c1-4fb9-817c-37873b3b41e9/s/MOD545WL-09G_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/7fe1c23b-cdf7-4a74-81f9-c76edf2f88e8/s/MOD545WL-09G_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/0c82ba7d-cec6-46fe-be37-1c8d55dae149/s/MOD545WL-09G_on_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/1c6220d0-b2e2-4ec1-bd46-91cc64f9e916/s/draft_MOD545WL-09G.jpg;http://mais-upload.s3.amazonaws.com/upload/media/f2ccc128-2fbe-4521-b953-fc265b952b98/s/element_MOD545WL-09G.jpg;;;;Настенный светильник (бра);1,5;2,8
MOD545WL-05G;true;Настенный светильник (бра) Maytoni MOD545WL-05G;Maytoni;MOD545WL-05G;https://maytoni.ru/i/MOD545WL-05G;8990;RUB;006;true;true;;;4251110088716;;28/27/38;60;Maytoni;Maytoni Modern;Modern;;2;Нет;Нет;;;;AC 220-240;9405109109;Class1;IP 20;Матовое Золото;Металл;;;380;230;240;;;;;;;;;;IP 20;;;;;;Сфера;;Стекло;Коньячный;;;;;;;;;;100;;Нет;Нет;G9;5;28;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/56f91d6c-da2c-4779-9e2b-67bfe7f8898a/s/MOD545WL-05G_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/e31b5965-b363-4088-b0d5-36fd0c8cdcbc/s/draft_MOD545WL-05G.jpg;http://mais-upload.s3.amazonaws.com/upload/media/5c82d146-486b-4a6d-8c5a-1a63f3725859/s/MOD545WL-05G_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/dac378f0-52a9-4991-b5a5-ba3ccfaa8f28/s/MOD545WL-05G_on_(1).jpg;;;;;Настенный светильник (бра);1,2;1,7
MOD547PL-25CH;true;Подвесной светильник Maytoni MOD547PL-25CH;Maytoni;MOD547PL-25CH;https://maytoni.ru/i/MOD547PL-25CH;37990;RUB;002;true;true;;;4251110047164;;141/16/42;50;Maytoni;Maytoni Modern;Modern;;2;Нет;Нет;Планка;ExtraHeatProtection,ExtraHeatGuard,OriginColor;Кафе, Ресторан,Гостиная,Столовая/Кухня,Кабинет,Магазин,Детская,Дача,Банкетный зал,Гардеробная,Спальня,Прихожая,Офис;AC 220-240;9405109109;Class1;IP 20;Хром;Металл;;;1235;238;1339;319;;;;;;;Да;1200;IP 20;Круглая;;;260;20;Конус;None;Стекло;Дымчатый;95;;;;;;;;;100;;Нет;Нет;G9;25;28;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/b91bc9dd-6836-44fe-93f4-4b2730bef16e/s/MOD547PL-25CH_off_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/c7a70fb1-8de5-4bc1-aeea-feab1e8954d7/s/element_MOD547PL-25CH.jpg;http://mais-upload.s3.amazonaws.com/upload/media/9197447e-6440-4f65-ac9f-89a3c8914422/s/MOD547PL-25CH_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/7df8d7d5-810d-4579-a210-dae53b18ab5b/s/element_MOD547PL-25CH_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/6cf96401-c364-45fa-9d36-1004c91f3ee2/s/interrior_MOD547PL-25CH.jpg;http://mais-upload.s3.amazonaws.com/upload/media/9f732a0c-7636-4350-9a06-2f9490817be4/s/element_MOD547PL-25CH_w_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/5b747fad-da94-414e-996a-696b7968425b/s/MOD547PL-25CH_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/f0af31ae-6f19-4b34-8cdc-7823243cf65d/s/MOD547PL-25CH_on.jpg;Подвесной светильник;4,8;5,8
MOD547PL-25G;true;Подвесной светильник Maytoni MOD547PL-25G;Maytoni;MOD547PL-25G;https://maytoni.ru/i/MOD547PL-25G;35990;RUB;002;true;true;;;4251110094427;;141/16/42;57;Maytoni;Maytoni Modern;Modern;;2;Нет;Нет;Планка;ExtraHeatProtection,ExtraHeatGuard,OriginColor;Кафе, Ресторан,Гостиная,Столовая/Кухня,Кабинет,Магазин,Детская,Дача,Банкетный зал,Спальня,Прихожая;AC 220-240;9405109109;Class1;IP 20;Золото;Металл;;;1235;238;1339;319;;;;;;;Да;1200;IP 20;Круглая;;;260;20;Сфера;None;Стекло;Янтарный;95;;;;;;;;;100;;Нет;Нет;G9;25;28;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/7f770c9f-cfcb-4931-bce9-2141cc90ca97/s/MOD547PL-25G_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/a2ec95ed-2247-4e98-af21-cf4325e7bc0b/s/MOD547PL-25G_off_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/27e2f1b5-c6c6-4740-a8bd-e01222754a2c/s/MOD547PL-25G_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/2f0a700a-6f50-4582-a6a1-6bf25582a211/s/MOD547PL-25G_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/235c7a50-a132-4a0d-9bf8-76b0935bb64b/s/preview_MOD547PL-25G.jpg;http://mais-upload.s3.amazonaws.com/upload/media/bc99af63-9279-46db-9890-1c40a29b3802/s/element_MOD547PL-25G_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/83276027-dc16-415a-be3d-31a6cacd7d73/s/element_MOD547PL-25G.jpg;http://mais-upload.s3.amazonaws.com/upload/media/01f69b4a-9be7-49a3-b9f1-f911aec00d1c/s/element_MOD547PL-25G_w_(1).jpg;Подвесной светильник;4,8;5,8
MOD547WL-13CH;true;Настенный светильник (бра) Maytoni MOD547WL-13CH;Maytoni;MOD547WL-13CH;https://maytoni.ru/i/MOD547WL-13CH;25790;RUB;006;true;true;;;4251110026923;;94/27/28;10;Maytoni;Maytoni Modern;Modern;;2;Нет;Нет;;ExtraHeatProtection,ExtraHeatGuard,OriginColor;Банкетный зал,Гардеробная,Гостиная,Детская,Кабинет,Кафе, Ресторан,Магазин,Прихожая,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Хром;Металл;;;220;950;220;220;;;;;;;;;IP 20;;;;;;Сфера;None;Стекло;Дымчатый;95;;;;;;;;;100;;Нет;Нет;G9;13;28;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/f197e5c0-254b-444c-89f3-ed9606c72dde/s/MOD547WL-13CH_on_w_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/a8e59fe9-17f9-4ba0-8d94-6c7815b0c17e/s/MOD547WL-13CH_on_(1).jpg;;;;;;;Настенный светильник (бра);2,4;3,7
MOD547WL-13G;true;Настенный светильник (бра) Maytoni MOD547WL-13G;Maytoni;MOD547WL-13G;https://maytoni.ru/i/MOD547WL-13G;25790;RUB;006;true;true;;;4251110026930;;94/27/28;5;Maytoni;Maytoni Modern;Modern;;2;Да;Нет;;ExtraHeatProtection,ExtraHeatGuard,OriginColor;Банкетный зал,Гардеробная,Гостиная,Детская,Кабинет,Кафе, Ресторан,Магазин,Прихожая,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Золото;Металл;;;220;950;220;220;;;;;;;;;IP 20;;;;;;Сфера;None;Стекло;Янтарный;95;;;;;;;;;100;;Нет;Нет;G9;13;28;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/1808a50f-5997-467c-8bba-fcd107df9d24/s/MOD547WL-13G_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/d3154912-ef0a-494c-9c89-13e81f07aa59/s/MOD547WL-13G_on_(1).jpg;;;;;;;Настенный светильник (бра);2,4;3,7
MOD547WL-09CH;true;Настенный светильник (бра) Maytoni MOD547WL-09CH;Maytoni;MOD547WL-09CH;https://maytoni.ru/i/MOD547WL-09CH;17490;RUB;006;true;true;;;4251110026909;;62/27/28;81;Maytoni;Maytoni Modern;Modern;;2;Нет;Нет;;ExtraHeatProtection,ExtraHeatGuard,OriginColor;Банкетный зал,Гардеробная,Гостиная,Детская,Кабинет,Кафе, Ресторан,Магазин,Прихожая,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Хром;Металл;;;220;665;220;220;;;;;;;;;IP 20;;;;;;Сфера;None;Стекло;Дымчатый;95;;;;;;;;;100;;Нет;Нет;G9;9;28;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/b7818211-70a9-4767-833f-bbfe344063f6/s/MOD547WL-09CH_on_w_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/ec7ee487-d951-43dd-a740-e981b0925ae3/s/MOD547WL-09CH_on_(1).jpg;;;;;;;Настенный светильник (бра);1,7;2,7
MOD547WL-09G;true;Настенный светильник (бра) Maytoni MOD547WL-09G;Maytoni;MOD547WL-09G;https://maytoni.ru/i/MOD547WL-09G;17490;RUB;006;true;true;;;4251110026916;;62/27/28;46;Maytoni;Maytoni Modern;Modern;;2;Да;Нет;;ExtraHeatProtection,ExtraHeatGuard,OriginColor;Банкетный зал,Гардеробная,Гостиная,Детская,Кабинет,Кафе, Ресторан,Магазин,Прихожая,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Золото;Металл;;;220;665;220;220;;;;;;;;;IP 20;;;;;;Сфера;None;Стекло;Янтарный;95;;;;;;;;;100;;Нет;Нет;G9;9;28;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/6dfe94b2-c18b-4943-8c11-b9e11ba3b1ca/s/MOD547WL-09G_on_w_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/fd0d47e9-9d97-45e1-939b-163d15723012/s/MOD547WL-09G_on_(1).jpg;;;;;;;Настенный светильник (бра);1,7;2,7
MOD547WL-05G;true;Настенный светильник (бра) Maytoni MOD547WL-05G;Maytoni;MOD547WL-05G;https://maytoni.ru/i/MOD547WL-05G;9450;RUB;006;true;true;;;4251110026893;;38/27/28;115;Maytoni;Maytoni Modern;Modern;;2;Да;Нет;;ExtraHeatGuard,ExtraHeatProtection,OriginColor,TV&Media;Банкетный зал,Гардеробная,Гостиная,Детская,Кабинет,Кафе, Ресторан,Магазин,Прихожая,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Золото;Металл;;;380;230;240;240;;;;;;;;;IP 20;;;;;;Сфера;None;Стекло;Янтарный;95;;;;;;;;;100;;Нет;Нет;G9;5;28;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/94e2285d-1bf0-4d86-aa90-e1d495ed3c2d/s/MOD547WL-05G_on_w_(3).jpg;http://mais-upload.s3.amazonaws.com/upload/media/e8943e42-fca1-496e-9864-a499205e5e17/s/MOD547WL-05G_on_(1).jpg;;;;;;;Настенный светильник (бра);1;1,7
MOD547WL-05CH;true;Настенный светильник (бра) Maytoni MOD547WL-05CH;Maytoni;MOD547WL-05CH;https://maytoni.ru/i/MOD547WL-05CH;9290;RUB;006;true;true;;;4251110026886;;38/27/28;133;Maytoni;Maytoni Modern;Modern;;2;Нет;Нет;;ExtraHeatProtection,ExtraHeatGuard,OriginColor;Банкетный зал,Гардеробная,Гостиная,Детская,Кабинет,Кафе, Ресторан,Магазин,Прихожая,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Хром;Металл;;;380;230;240;240;;;;;;;;;IP 20;;;;;;Сфера;None;Стекло;Дымчатый;95;;;;;;;;;100;;Нет;Нет;G9;5;28;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/20bb8db4-9d6d-4136-a1d1-ed5d35ac7310/s/MOD547WL-05CH_on_w_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/2d0a9ac7-5cd2-45ed-a299-3b7089989fdf/s/MOD547WL-05CH_on_(1).jpg;;;;;;;Настенный светильник (бра);1;1,7
MOD548PL-25G;true;Подвесной светильник Maytoni MOD548PL-25G;Maytoni;MOD548PL-25G;https://maytoni.ru/i/MOD548PL-25G;35990;RUB;002;true;true;;;4251110077079;;61/61/29;62;Maytoni;Maytoni Modern;Modern;;2;Нет;Нет;Планка;ExtraHeatProtection,ExtraHeatGuard,OriginColor;Кафе, Ресторан,Балкон,Гостиная,Столовая/Кухня,Кабинет,Магазин,Детская,Дача,Банкетный зал,Гардеробная,Спальня,Прихожая,Офис;AC 220-240;9405109109;Class1;IP 20;Золото;Металл;;690;;;1354;238;;;;;;;Да;1200;IP 20;Круглая;;;120;25;Сфера;None;Стекло;Янтарный;95;;;;;;;;;100;;Нет;Нет;G9;25;28;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/a0c0fd86-ae3c-4646-bebf-f145b514230b/s/MOD548PL-25G_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/008b0299-070c-4d21-aa90-5a9a691ba982/s/interrior_MOD548PL-25G.jpg;http://mais-upload.s3.amazonaws.com/upload/media/34bba98d-a780-479a-a822-813e9649f055/s/element_MOD548PL-25G_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/eef20037-0ff7-4226-a5ac-6431c0bec3f3/s/MOD548PL-25G_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/ecec165b-bb1a-4d9b-9e9e-117191832fab/s/element_MOD548PL-25G_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/87dfa638-c71c-48c7-95d9-2cb1049d94ed/s/preview_MOD548PL-25G.jpg;http://mais-upload.s3.amazonaws.com/upload/media/089a354b-d217-43a0-8b49-b01ecac3b086/s/element_MOD548PL-25G_w_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/9669a8ce-6535-45c1-b73c-6b406d424253/s/MOD548PL-25G_on.jpg;Подвесной светильник;4,9;5,9
MOD548PL-25CH;true;Подвесной светильник Maytoni MOD548PL-25CH;Maytoni;MOD548PL-25CH;https://maytoni.ru/i/MOD548PL-25CH;37990;RUB;002;true;true;;;4251110099491;;61/61/29;33;Maytoni;Maytoni Modern;Modern;;2;Нет;Нет;Планка;ExtraHeatProtection,ExtraHeatGuard,OriginColor;Кафе, Ресторан,Балкон,Гостиная,Столовая/Кухня,Кабинет,Магазин,Детская,Дача,Банкетный зал,Гардеробная,Спальня,Прихожая,Офис;AC 220-240;9405109109;Class1;IP 20;Хром;Металл;;690;;;1354;238;;;;;;;Да;1200;IP 20;Круглая;;;120;25;Сфера;None;Стекло;Дымчатый;95;;;;;;;;;100;;Нет;Нет;G9;25;28;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/858d9a0a-c38e-4fbc-a2c6-9069265da6db/s/MOD548PL-25CH_off_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/cd077312-66b0-4fbd-ab20-71c328f7811b/s/element_MOD548PL-25CH_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/7c65dc39-7662-4faa-9e40-af93af3495d1/s/element_MOD548PL-25CH_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/70a2dff9-b267-460f-9e2d-eb427dc9f905/s/draft_MOD548PL-25CH.jpg;http://mais-upload.s3.amazonaws.com/upload/media/581788ca-716d-454b-9803-f2ceea6fd319/s/MOD548PL-25CH_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/dd1caa59-5f85-4312-91c4-2d62c2139c2c/s/element_MOD548PL-25CH.jpg;http://mais-upload.s3.amazonaws.com/upload/media/8f842419-070e-4245-9127-e45767f4873b/s/MOD548PL-25CH_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/e3b39f1a-d348-4a93-8973-378778aeb721/s/preview_MOD548PL-25CH.jpg;Подвесной светильник;4,9;5,9
MOD431-PL-06-WS;true;Подвесной светильник Maytoni MOD431-PL-06-WS;Maytoni;MOD431-PL-06-WS;https://maytoni.ru/i/MOD431-PL-06-WS;24990;RUB;002;true;true;;;4251110011929;;67/60/21;5;Maytoni;Maytoni Modern;Modern;Avola;2;Нет;Нет;Планка;Запатентовано,ExtraHeatProtection,OriginColor;Гостиная,Столовая/Кухня,Спальня,Детская,Кабинет,Офис,Магазин,Кафе, Ресторан;AC 220-240;9405109109;Class1;IP 20;Белый с Серебром;Металл;;650;;;1200;275;;;;;;;Да;979;IP 20;Круглая;;;130;20;Сфера;None;Стекло;Белый;;;;;;;;;;100;;Нет;Нет;G9;6;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/51ae30b0-7ab7-4ad5-93c4-a298a709e9c8/s/MOD431-PL-06-WS_off_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/758cd492-b99f-4d99-ae33-f8bfcc7f1af8/s/element_MOD431-PL-06-WS_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/e774e83c-8eb1-4637-adff-dc38e1398f4e/s/preview_MOD431-PL-06-WS.jpg;http://mais-upload.s3.amazonaws.com/upload/media/0d54292b-ea60-42f9-ac65-aa28853020d4/s/interrior_MOD431-PL-06-WS.jpg;http://mais-upload.s3.amazonaws.com/upload/media/bc24c16f-b43e-42d2-a471-b489bb5156e2/s/MOD431-PL-06-WS_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/0816f0c3-7836-499c-9f00-5f61ce30a3e5/s/element_MOD431-PL-06-WS_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/a3219257-e355-4fbb-9aeb-f7b66141ec92/s/MOD431-PL-06-WS_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/9bb2e431-cc8e-4132-84a8-4a4aef6f5639/s/element_MOD431-PL-06-WS.jpg;Подвесной светильник;4,3;5,9
